Country and territory,Year,GDP per capita,Population (historical estimates)
SVN,1953,4106,1488606
SVN,1954,4623,1505247
SVN,1955,5002,1521776
SVN,1956,4889,1538085
SVN,1957,5432,1554155
SVN,1958,6005,1569732
SVN,1959,6304,1584907
SVN,1960,7165,1599581
SVN,1961,7760,1613630
SVN,1962,8027,1627388
SVN,1963,8871,1641167
SVN,1964,9624,1655107
SVN,1965,9589,1669454
SVN,1966,10029,1684516
SVN,1967,10264,1699824
SVN,1968,10822,1714465
SVN,1969,11775,1728170
SVN,1970,12803,1741287
SVN,1971,13657,1754882
SVN,1972,14269,1769715
SVN,1973,15079,1785228
SVN,1974,16420,1800976
SVN,1975,17205,1817046
SVN,1976,17462,1833548
SVN,1977,18595,1850370
SVN,1978,20014,1867385
SVN,1979,21367,1884600
SVN,1980,21151,1901574
SVN,1981,20929,1916322
SVN,1982,20535,1927957
SVN,1983,20451,1937239
SVN,1984,20650,1945148
SVN,1985,20663,1952526
SVN,1986,21122,1959559
SVN,1987,20851,1966500
SVN,1988,20083,1973499
SVN,1989,19837,1980179
SVN,1990,18093,1986030
SVN,1991,16401.959,1989799
SVN,1992,15462.71,1991344
SVN,1993,15872.12,1991685
SVN,1994,16664.705,1991454
SVN,1995,17816.8,1991115
SVN,1996,18376.246,1990671
SVN,1997,19258.945,1989831
SVN,1998,19851.057,1988287
SVN,1999,20793.918,1986263
SVN,2000,21501.336,1984339
SVN,2001,22006.953,1982489
SVN,2002,22725.312,1983769
SVN,2003,23257.422,1989413
SVN,2004,24150.584,1996731
SVN,2005,24966.94,2004780
SVN,2006,26182.78,2013577
SVN,2007,27832.764,2023230
SVN,2008,28473.596,2034037
SVN,2009,25905.514,2045578
SVN,2010,26000.92,2057294
SVN,2011,26004,2065457
SVN,2012,25252,2069365
SVN,2013,24944,2072374
SVN,2014,25693,2074923
SVN,2015,26268,2080865
SVN,2016,26908,2090020
SVN,2017,28190.18,2098396
SVN,2018,29244.92,2105931
SVN,2019,,2112905
SVN,2020,,2117648
SVN,2021,,2119408
SLB,1950,,105227
SLB,1951,,107135
SLB,1952,,109328
SLB,1953,,111773
SLB,1954,,114461
SLB,1955,,117322
SLB,1956,,120300
SLB,1957,,123385
SLB,1958,,126665
SLB,1959,,130084
SLB,1960,,133453
SLB,1961,,136795
SLB,1962,,140267
SLB,1963,,143883
SLB,1964,,147626
SLB,1965,,151509
SLB,1966,,155530
SLB,1967,,159682
SLB,1968,,163986
SLB,1969,,168413
SLB,1970,,172849
SLB,1971,,177282
SLB,1972,,181890
SLB,1973,,186836
SLB,1974,,192169
SLB,1975,,197865
SLB,1976,,204090
SLB,1977,,210946
SLB,1978,,218202
SLB,1979,,225799
SLB,1980,,233681
SLB,1981,,241840
SLB,1982,,250262
SLB,1983,,258962
SLB,1984,,267920
SLB,1985,,277169
SLB,1986,,286534
SLB,1987,,295851
SLB,1988,,305141
SLB,1989,,314572
SLB,1990,,324184
SLB,1991,,333960
SLB,1992,,343929
SLB,1993,,354097
SLB,1994,,364510
SLB,1995,,375198
SLB,1996,,386084
SLB,1997,,397059
SLB,1998,,408151
SLB,1999,,419242
SLB,2000,,429986
SLB,2001,,440403
SLB,2002,,450773
SLB,2003,,461226
SLB,2004,,471796
SLB,2005,,482496
SLB,2006,,493438
SLB,2007,,504624
SLB,2008,,516010
SLB,2009,,527844
SLB,2010,,540402
SLB,2011,,553727
SLB,2012,,567771
SLB,2013,,582369
SLB,2014,,597386
SLB,2015,,612670
SLB,2016,,628110
SLB,2017,,643641
SLB,2018,,659259
SLB,2019,,675000
SLB,2020,,691198
SLB,2021,,707855
SOM,1950,,2213058
SOM,1951,,2276342
SOM,1952,,2339500
SOM,1953,,2402356
SOM,1954,,2465558
SOM,1955,,2529916
SOM,1956,,2595393
SOM,1957,,2662087
SOM,1958,,2729168
SOM,1959,,2798192
SOM,1960,,2870732
SOM,1961,,2945665
SOM,1962,,3022833
SOM,1963,,3102177
SOM,1964,,3183592
SOM,1965,,3267594
SOM,1966,,3353669
SOM,1967,,3441805
SOM,1968,,3532426
SOM,1969,,3625272
SOM,1970,,3720982
SOM,1971,,3818393
SOM,1972,,3918223
SOM,1973,,4022340
SOM,1974,,4125828
SOM,1975,,4228293
SOM,1976,,4333785
SOM,1977,,4449508
SOM,1978,,4777703
SOM,1979,,5408820
SOM,1980,,5892226
SOM,1981,,5934940
SOM,1982,,5951818
SOM,1983,,6142513
SOM,1984,,6369022
SOM,1985,,6630642
SOM,1986,,6908582
SOM,1987,,7158006
SOM,1988,,7160467
SOM,1989,,7035382
SOM,1990,,6999098
SOM,1991,,6732711
SOM,1992,,6428147
SOM,1993,,6620734
SOM,1994,,6959837
SOM,1995,,7210931
SOM,1996,,7472453
SOM,1997,,7734311
SOM,1998,,8056861
SOM,1999,,8384475
SOM,2000,,8721465
SOM,2001,,9070751
SOM,2002,,9411108
SOM,2003,,9758285
SOM,2004,,10117359
SOM,2005,,10467294
SOM,2006,,10784978
SOM,2007,,11118092
SOM,2008,,11444870
SOM,2009,,11730035
SOM,2010,,12026650
SOM,2011,,12216842
SOM,2012,,12440332
SOM,2013,,12852491
SOM,2014,,13309236
SOM,2015,,13763909
SOM,2016,,14292848
SOM,2017,,14864224
SOM,2018,,15411101
SOM,2019,,15981312
SOM,2020,,16537018
SOM,2021,,17065588
ZAF,1950,4041,13043843
ZAF,1951,4130,13325058
ZAF,1952,4175,13622914
ZAF,1953,4264,13933250
ZAF,1954,4404,14255876
ZAF,1955,4511,14594134
ZAF,1956,4645,14948935
ZAF,1957,4704,15320140
ZAF,1958,4685,15700877
ZAF,1959,4774,16096459
ZAF,1960,4847,16520438
ZAF,1961,4929,16989468
ZAF,1962,5067,17503138
ZAF,1963,5294,18042222
ZAF,1964,5499,18603100
ZAF,1965,5673,19187198
ZAF,1966,5762,19789772
ZAF,1967,5993,20410682
ZAF,1968,6087,21050540
ZAF,1969,6290,21704214
ZAF,1970,6448,22368306
ZAF,1971,6591,23031448
ZAF,1972,6550,23698512
ZAF,1973,6655,24382514
ZAF,1974,6853,25077016
ZAF,1975,6808,25777966
ZAF,1976,6802,26480298
ZAF,1977,6623,27199844
ZAF,1978,6653,27943454
ZAF,1979,6746,28697016
ZAF,1980,6998,29463546
ZAF,1981,7141,30232564
ZAF,1982,6891,31022418
ZAF,1983,6554,31865176
ZAF,1984,6672,32768206
ZAF,1985,6385,33752964
ZAF,1986,6236,34877840
ZAF,1987,6212,36119328
ZAF,1988,6319,37393848
ZAF,1989,6306,38668684
ZAF,1990,6111,39877568
ZAF,1991,6034.9004,40910964
ZAF,1992,5901.9844,41760756
ZAF,1993,5965.9116,42525444
ZAF,1994,6172.9736,43267980
ZAF,1995,6406.428,43986088
ZAF,1996,6725.791,44661608
ZAF,1997,6950.4717,45285052
ZAF,1998,7024.2954,45852172
ZAF,1999,7234.2856,46364680
ZAF,2000,7582.7783,46813272
ZAF,2001,7839.6255,47229712
ZAF,2002,8171.2065,47661516
ZAF,2003,8451.452,48104044
ZAF,2004,8877.921,48556064
ZAF,2005,9393.693,49017156
ZAF,2006,9978.471,49491764
ZAF,2007,10576.291,49996096
ZAF,2008,10977.146,50565816
ZAF,2009,10873.046,51170780
ZAF,2010,11318.6045,51784928
ZAF,2011,11838,52443320
ZAF,2012,11992,53145036
ZAF,2013,12171,53873608
ZAF,2014,12242,54729556
ZAF,2015,12246,55876504
ZAF,2016,12139,56422272
ZAF,2017,12189.357,56641208
ZAF,2018,12165.795,57339632
ZAF,2019,,58087060
ZAF,2020,,58801928
ZAF,2021,,59392256
KOR,1950,998.0888,20104016
KOR,1951,990.77,20116896
KOR,1952,1038.041,20393376
KOR,1953,1316.691,20862402
KOR,1954,1372.6798,21432886
KOR,1955,1411.3336,22075012
KOR,1956,1381.9828,22763458
KOR,1957,1466.7677,23494054
KOR,1958,1517.8839,24256850
KOR,1959,1555.7272,25036094
KOR,1960,1547.6918,25817530
KOR,1961,1605.8468,26552230
KOR,1962,1620.4902,27234476
KOR,1963,1720.8241,27905876
KOR,1964,1834.9778,28555858
KOR,1965,1917.4283,29179406
KOR,1966,2093.888,29838228
KOR,1967,2232.0535,30540604
KOR,1968,2468.4836,31229640
KOR,1969,2764.1533,31912022
KOR,1970,2974.8074,32601146
KOR,1971,3221.6746,33288372
KOR,1972,3387.8904,33976860
KOR,1973,3822.046,34659716
KOR,1974,4112.601,35319340
KOR,1975,4362.007,35930700
KOR,1976,4855.941,36456328
KOR,1977,5367.795,36911304
KOR,1978,5856.4966,37329988
KOR,1979,6265.886,37737924
KOR,1980,6064.04,38170500
KOR,1981,6398.851,38731908
KOR,1982,6821.475,39403428
KOR,1983,7611.734,40053744
KOR,1984,8303.519,40664360
KOR,1985,8859.355,41232700
KOR,1986,9756.205,41808708
KOR,1987,10864.974,42405260
KOR,1988,12039.945,42988456
KOR,1989,12759.489,43567516
KOR,1990,13874,44120040
KOR,1991,15056.16,44487412
KOR,1992,15712.002,44703708
KOR,1993,16503.434,44932856
KOR,1994,17720.395,45165784
KOR,1995,19089.299,45393416
KOR,1996,20204.56,45660164
KOR,1997,21055.945,45962392
KOR,1998,19624.691,46250260
KOR,1999,21540.693,46520448
KOR,2000,23108.018,46788588
KOR,2001,23804.438,47064784
KOR,2002,25250.637,47320664
KOR,2003,25679.246,47539740
KOR,2004,26646.504,47727288
KOR,2005,27443.283,47889576
KOR,2006,28516.484,48049348
KOR,2007,29716.57,48220600
KOR,2008,30117.729,48398632
KOR,2009,29967.562,48588024
KOR,2010,31537.773,48813036
KOR,2011,32225,49169880
KOR,2012,32791,49634188
KOR,2013,33588,50098228
KOR,2014,34493,50558044
KOR,2015,35269,50994396
KOR,2016,36103,51309984
KOR,2017,37093.215,51511640
KOR,2018,37927.61,51676900
KOR,2019,,51803832
KOR,2020,,51844688
KOR,2021,,51830136
SSD,1950,,2492083
SSD,1951,,2526078
SSD,1952,,2563626
SSD,1953,,2604571
SSD,1954,,2648686
SSD,1955,,2695354
SSD,1956,,2742982
SSD,1957,,2790018
SSD,1958,,2831375
SSD,1959,,2868505
SSD,1960,,2907727
SSD,1961,,2948958
SSD,1962,,2992277
SSD,1963,,3036245
SSD,1964,,3088706
SSD,1965,,3143625
SSD,1966,,3185304
SSD,1967,,3221963
SSD,1968,,3261734
SSD,1969,,3301894
SSD,1970,,3342414
SSD,1971,,3396817
SSD,1972,,3464720
SSD,1973,,3542466
SSD,1974,,3629614
SSD,1975,,3718282
SSD,1976,,3808618
SSD,1977,,3901047
SSD,1978,,3995916
SSD,1979,,4092801
SSD,1980,,4192017
SSD,1981,,4293874
SSD,1982,,4398300
SSD,1983,,4502536
SSD,1984,,4603043
SSD,1985,,4706980
SSD,1986,,4819664
SSD,1987,,4893811
SSD,1988,,4814885
SSD,1989,,4706630
SSD,1990,,4750824
SSD,1991,,4867193
SSD,1992,,4956976
SSD,1993,,5018174
SSD,1994,,5142865
SSD,1995,,5302053
SSD,1996,,5434896
SSD,1997,,5589417
SSD,1998,,5699437
SSD,1999,,5850149
SSD,2000,,6114443
SSD,2001,,6394433
SSD,2002,,6686105
SSD,2003,,6992367
SSD,2004,,7317127
SSD,2005,,7662659
SSD,2006,,8029516
SSD,2007,,8417830
SSD,2008,,8823896
SSD,2009,,9229234
SSD,2010,,9714425
SSD,2011,,10243057
SSD,2012,,10701605
SSD,2013,,11106037
SSD,2014,,11213286
SSD,2015,,11194300
SSD,2016,,11066116
SSD,2017,,10658230
SSD,2018,,10395332
SSD,2019,,10447677
SSD,2020,,10606224
SSD,2021,,10748278
ESP,1950,3464,28069696
ESP,1951,3790,28207082
ESP,1952,4105,28404774
ESP,1953,4066,28633540
ESP,1954,4328,28862382
ESP,1955,4442,29095376
ESP,1956,4769,29329782
ESP,1957,4900,29577444
ESP,1958,5176,29857444
ESP,1959,5085,30150510
ESP,1960,5037,30415594
ESP,1961,5587,30711868
ESP,1962,6083,31052630
ESP,1963,6639,31388554
ESP,1964,6945,31747644
ESP,1965,7420,32112016
ESP,1966,7881,32462272
ESP,1967,8215,32814224
ESP,1968,8606,33157582
ESP,1969,9307,33480508
ESP,1970,9511,33792624
ESP,1971,9894,34133624
ESP,1972,10796,34515176
ESP,1973,11638,34898152
ESP,1974,12388,35329900
ESP,1975,12621,35760432
ESP,1976,13053,36139072
ESP,1977,13342,36513080
ESP,1978,13573,36865440
ESP,1979,13681,37188964
ESP,1980,14008,37491664
ESP,1981,13895,37758648
ESP,1982,14045,37982144
ESP,1983,14237,38169764
ESP,1984,14308,38329928
ESP,1985,14690,38471924
ESP,1986,15237,38590808
ESP,1987,16268,38694532
ESP,1988,17272,38781724
ESP,1989,18359,38847320
ESP,1990,19215,38889888
ESP,1991,19958.06,38997064
ESP,1992,20329.168,39202248
ESP,1993,20056.54,39420540
ESP,1994,20673.955,39623732
ESP,1995,21522.098,39814568
ESP,1996,22185.066,39996476
ESP,1997,23113.615,40180048
ESP,1998,24284.861,40362356
ESP,1999,25549.54,40542232
ESP,2000,26994.86,40741652
ESP,2001,28153.553,40966448
ESP,2002,28753.322,41477652
ESP,2003,29371.865,42230268
ESP,2004,30088.092,42959672
ESP,2005,30885.602,43685372
ESP,2006,31907.424,44422824
ESP,2007,32735.434,45245784
ESP,2008,32844.324,45966544
ESP,2009,31669.691,46367772
ESP,2010,31786.404,46572776
ESP,2011,31600,46729232
ESP,2012,30699,46756084
ESP,2013,30280,46603460
ESP,2014,30819,46464548
ESP,2015,31847,46431344
ESP,2016,30110,46473320
ESP,2017,30908.12,46584168
ESP,2018,31496.52,46792044
ESP,2019,,47131372
ESP,2020,,47363808
ESP,2021,,47486932
LKA,1950,1997,7945979
LKA,1951,2061,8091463
LKA,1952,2093,8245472
LKA,1953,2071,8406914
LKA,1954,2066,8575077
LKA,1955,2131,8749630
LKA,1956,2091,8931093
LKA,1957,2067,9122983
LKA,1958,2074,9329673
LKA,1959,2048,9551289
LKA,1960,2064,9783874
LKA,1961,2050,10022896
LKA,1962,2067,10267069
LKA,1963,2058,10517538
LKA,1964,2104,10774088
LKA,1965,2118,11035228
LKA,1966,2047,11299725
LKA,1967,2181,11571012
LKA,1968,2291,11846820
LKA,1969,2329,12119211
LKA,1970,2389,12388767
LKA,1971,2322,12654656
LKA,1972,2327,12914457
LKA,1973,2378,13169738
LKA,1974,2418,13418276
LKA,1975,2434,13662872
LKA,1976,2464,13910170
LKA,1977,2582,14159059
LKA,1978,2694,14414817
LKA,1979,2815,14680394
LKA,1980,2917,14943644
LKA,1981,3049,15198920
LKA,1982,3151,15438754
LKA,1983,3268,15658448
LKA,1984,3387,15872577
LKA,1985,3484,16092339
LKA,1986,3607,16317998
LKA,1987,3590,16547143
LKA,1988,3633,16773736
LKA,1989,3677,16990582
LKA,1990,3864,17204098
LKA,1991,4214.982,17416596
LKA,1992,4020.974,17624462
LKA,1993,4247.023,17825610
LKA,1994,4500.82,18011746
LKA,1995,4702.295,18177570
LKA,1996,5187.709,18322504
LKA,1997,5628.5303,18449120
LKA,1998,5440.221,18560806
LKA,1999,5488.5156,18670408
LKA,2000,5841.094,18776374
LKA,2001,5620.966,18920278
LKA,2002,5721.3086,19110706
LKA,2003,5963.57,19303182
LKA,2004,6191.9663,19490434
LKA,2005,6491.198,19673866
LKA,2006,6904.036,19870706
LKA,2007,7283.6323,20078652
LKA,2008,7622.4087,20285640
LKA,2009,7796.6475,20482484
LKA,2010,8319.703,20668556
LKA,2011,8918,20859746
LKA,2012,9678,21017150
LKA,2013,9928,21131762
LKA,2014,10342,21239448
LKA,2015,10763,21336692
LKA,2016,11149,21425494
LKA,2017,11418.129,21506816
LKA,2018,11662.906,21580712
LKA,2019,,21649664
LKA,2020,,21715076
LKA,2021,,21773438
SDN,1950,,6191328
SDN,1951,,6379725
SDN,1952,,6574226
SDN,1953,,6773612
SDN,1954,,6979204
SDN,1955,,7193070
SDN,1956,,7413625
SDN,1957,,7638684
SDN,1958,,7860887
SDN,1959,,8086643
SDN,1960,,8326464
SDN,1961,,8577496
SDN,1962,,8841347
SDN,1963,,9115098
SDN,1964,,9406707
SDN,1965,,9712789
SDN,1966,,10014514
SDN,1967,,10320504
SDN,1968,,10638903
SDN,1969,,10966149
SDN,1970,,11305212
SDN,1971,,11668923
SDN,1972,,12057267
SDN,1973,,12469594
SDN,1974,,12950966
SDN,1975,,13497547
SDN,1976,,14066010
SDN,1977,,14667218
SDN,1978,,15305815
SDN,1979,,15973036
SDN,1980,,16673591
SDN,1981,,17404334
SDN,1982,,18128632
SDN,1983,,18734000
SDN,1984,,19165838
SDN,1985,,19517200
SDN,1986,,19887458
SDN,1987,,20230532
SDN,1988,,20453818
SDN,1989,,20718704
SDN,1990,,21090892
SDN,1991,,21453710
SDN,1992,,21780058
SDN,1993,,22163254
SDN,1994,,22703632
SDN,1995,,23290602
SDN,1996,,23862260
SDN,1997,,24454376
SDN,1998,,25029146
SDN,1999,,25634162
SDN,2000,,26298778
SDN,2001,,26947252
SDN,2002,,27570326
SDN,2003,,28188984
SDN,2004,,28831556
SDN,2005,,29540584
SDN,2006,,30332970
SDN,2007,,31191168
SDN,2008,,32065240
SDN,2009,,32948156
SDN,2010,,33739932
SDN,2011,,34419628
SDN,2012,,35159792
SDN,2013,,35990708
SDN,2014,,37003248
SDN,2015,,38171172
SDN,2016,,39377168
SDN,2017,,40679820
SDN,2018,,41999064
SDN,2019,,43232092
SDN,2020,,44440484
SDN,2021,,45657204
SUR,1950,,195769
SUR,1951,,201005
SUR,1952,,207121
SUR,1953,,213490
SUR,1954,,220156
SUR,1955,,227154
SUR,1956,,234527
SUR,1957,,242331
SUR,1958,,250574
SUR,1959,,259270
SUR,1960,,268404
SUR,1961,,277977
SUR,1962,,288298
SUR,1963,,299339
SUR,1964,,310295
SUR,1965,,321082
SUR,1966,,332147
SUR,1967,,343635
SUR,1968,,355480
SUR,1969,,367625
SUR,1970,,379928
SUR,1971,,392039
SUR,1972,,397544
SUR,1973,,396348
SUR,1974,,394532
SUR,1975,,392140
SUR,1976,,389244
SUR,1977,,385818
SUR,1978,,381891
SUR,1979,,377373
SUR,1980,,375123
SUR,1981,,375865
SUR,1982,,377302
SUR,1983,,379421
SUR,1984,,382625
SUR,1985,,387181
SUR,1986,,392380
SUR,1987,,396873
SUR,1988,,402145
SUR,1989,,408374
SUR,1990,,412767
SUR,1991,,415988
SUR,1992,,419531
SUR,1993,,422384
SUR,1994,,426553
SUR,1995,,434497
SUR,1996,,443840
SUR,1997,,452895
SUR,1998,,461754
SUR,1999,,470469
SUR,2000,,479011
SUR,2001,,487402
SUR,2002,,495678
SUR,2003,,503786
SUR,2004,,510588
SUR,2005,,516228
SUR,2006,,522035
SUR,2007,,527958
SUR,2008,,533939
SUR,2009,,539996
SUR,2010,,546085
SUR,2011,,552154
SUR,2012,,558111
SUR,2013,,563952
SUR,2014,,569687
SUR,2015,,575478
SUR,2016,,581462
SUR,2017,,587566
SUR,2018,,593729
SUR,2019,,600305
SUR,2020,,607068
SUR,2021,,612989
SWE,1950,10742,7014611
SWE,1951,11077,7068422
SWE,1952,11152,7119455
SWE,1953,11389,7169979
SWE,1954,11799,7217603
SWE,1955,12060,7264358
SWE,1956,12428,7312100
SWE,1957,12899,7358125
SWE,1958,12884,7403293
SWE,1959,13211,7449319
SWE,1960,13849,7492907
SWE,1961,14564,7536314
SWE,1962,15093,7582638
SWE,1963,15808,7632938
SWE,1964,16761,7691821
SWE,1965,17239,7755758
SWE,1966,17432,7819976
SWE,1967,17883,7882645
SWE,1968,18428,7937776
SWE,1969,19215,7983538
SWE,1970,20269,8027701
SWE,1971,20320,8073823
SWE,1972,20725,8117718
SWE,1973,21509,8156938
SWE,1974,22132,8193157
SWE,1975,22607,8224408
SWE,1976,22765,8246992
SWE,1977,22322,8265245
SWE,1978,22646,8281304
SWE,1979,23465,8296037
SWE,1980,23809,8311761
SWE,1981,23777,8326689
SWE,1982,24002,8340726
SWE,1983,24412,8355111
SWE,1984,25357,8371284
SWE,1985,25805,8389918
SWE,1986,26309,8411798
SWE,1987,27016,8438000
SWE,1988,27468,8468135
SWE,1989,27933,8504982
SWE,1990,28068,8548407
SWE,1991,27614.035,8594170
SWE,1992,27198.53,8640277
SWE,1993,26558.824,8683403
SWE,1994,27505.955,8723467
SWE,1995,28519.443,8758496
SWE,1996,29012.105,8785493
SWE,1997,29862.666,8807868
SWE,1998,31187.164,8828629
SWE,1999,32705.215,8848881
SWE,2000,34202.605,8871042
SWE,2001,34666.664,8896748
SWE,2002,35569.773,8926011
SWE,2003,36435.754,8961506
SWE,2004,38016.062,9004263
SWE,2005,39258.992,9051739
SWE,2006,40992.3,9104724
SWE,2007,42399.844,9164274
SWE,2008,42189.965,9229282
SWE,2009,40116.312,9301413
SWE,2010,42634.754,9381722
SWE,2011,42079,9467384
SWE,2012,41650,9555984
SWE,2013,41811,9648935
SWE,2014,42476,9747507
SWE,2015,43746,9849344
SWE,2016,44659,9953322
SWE,2017,45192.742,10058191
SWE,2018,45541.89,10162300
SWE,2019,,10267922
SWE,2020,,10368968
SWE,2021,,10467095
CHE,1950,11541.038,4692636
CHE,1951,11877.894,4748099
CHE,1952,12016.309,4811625
CHE,1953,12470.985,4875720
CHE,1954,13171.406,4938947
CHE,1955,13999.488,5002416
CHE,1956,14507.061,5065957
CHE,1957,14667.65,5130587
CHE,1958,14644.458,5196919
CHE,1959,15469.592,5263263
CHE,1960,16358.359,5328275
CHE,1961,17307.562,5434674
CHE,1962,17793.977,5574228
CHE,1963,18437.84,5694677
CHE,1964,19195.447,5789750
CHE,1965,19802.512,5857048
CHE,1966,20224.54,5918589
CHE,1967,20742.252,5992343
CHE,1968,21395.387,6068208
CHE,1969,22307.674,6136805
CHE,1970,23478.992,6181231
CHE,1971,24486.979,6213706
CHE,1972,25356.91,6261160
CHE,1973,26003.715,6307365
CHE,1974,25718.27,6341220
CHE,1975,24467.992,6338272
CHE,1976,24752.908,6302079
CHE,1977,25430.568,6280842
CHE,1978,26158.8,6281527
CHE,1979,26641.096,6294185
CHE,1980,27405.73,6319116
CHE,1981,27729.586,6353701
CHE,1982,27660.95,6390953
CHE,1983,28009.328,6418416
CHE,1984,28315.082,6441452
CHE,1985,29416.752,6469830
CHE,1986,30847.994,6503525
CHE,1987,31774.371,6544455
CHE,1988,32482.908,6592667
CHE,1989,33315.586,6646209
CHE,1990,34250,6711685
CHE,1991,34128.64,6795392
CHE,1992,34356.8,6873188
CHE,1993,34625.535,6936123
CHE,1994,35423.83,6991543
CHE,1995,36004.23,7038302
CHE,1996,36720.492,7069694
CHE,1997,38165.477,7086993
CHE,1998,39890.54,7108225
CHE,1999,41091.637,7142199
CHE,2000,43251.105,7182052
CHE,2001,44398.64,7224413
CHE,2002,44934.316,7276479
CHE,2003,45441.598,7330729
CHE,2004,47263.598,7381153
CHE,2005,49273.902,7428437
CHE,2006,51862.965,7475014
CHE,2007,54509.54,7541909
CHE,2008,56054.883,7638288
CHE,2009,55171.5,7734402
CHE,2010,57219.5,7822444
CHE,2011,58686,7910988
CHE,2012,58674,7995738
CHE,2013,59036,8088370
CHE,2014,59485,8187792
CHE,2015,59307,8281735
CHE,2016,59662,8372902
CHE,2017,60171.44,8451688
CHE,2018,61372.73,8514431
CHE,2019,,8575593
CHE,2020,,8638609
CHE,2021,,8691409
SYR,1950,3838,3543542
SYR,1951,3609,3620732
SYR,1952,4441,3703008
SYR,1953,4916,3791085
SYR,1954,5504,3886087
SYR,1955,4844,3989103
SYR,1956,5592,4099493
SYR,1957,5781,4216851
SYR,1958,4844,4341279
SYR,1959,4881,4472569
SYR,1960,4819,4610717
SYR,1961,5050,4751535
SYR,1962,6051,4895005
SYR,1963,5855,5045257
SYR,1964,5797,5202847
SYR,1965,5598,5368454
SYR,1966,5004,5542003
SYR,1967,5246,5723310
SYR,1968,5270,5912721
SYR,1969,6059,6111367
SYR,1970,5643,6319206
SYR,1971,5992,6538533
SYR,1972,7243,6768549
SYR,1973,6403,7003117
SYR,1974,7685,7244912
SYR,1975,8878,7497127
SYR,1976,9526,7758679
SYR,1977,9094,8029311
SYR,1978,9561,8310218
SYR,1979,9580,8600753
SYR,1980,10374,8898957
SYR,1981,10984,9203642
SYR,1982,10817,9510755
SYR,1983,10581,9835461
SYR,1984,9792,10183141
SYR,1985,10026,10540930
SYR,1986,9200,10907622
SYR,1987,9055,11281108
SYR,1988,9913,11657770
SYR,1989,8735,12034101
SYR,1990,9087,12409003
SYR,1991,9424.123,12782284
SYR,1992,10002.276,13156408
SYR,1993,10072.486,13537067
SYR,1994,9969.374,13922629
SYR,1995,9856.483,14313451
SYR,1996,9517.372,14708883
SYR,1997,8826.773,15104000
SYR,1998,8742.974,15500556
SYR,1999,7960.292,15901207
SYR,2000,7668.072,16307659
SYR,2001,7509.304,16727949
SYR,2002,7529.7017,17164026
SYR,2003,6986.524,17611356
SYR,2004,7051.4287,18084010
SYR,2005,7037.7183,18583556
SYR,2006,6901.778,19432012
SYR,2007,6779.537,20703000
SYR,2008,6600.379,21474060
SYR,2009,6586.518,21827222
SYR,2010,6520.6123,22337558
SYR,2011,5979,22730734
SYR,2012,4829,22605582
SYR,2013,4124,21495830
SYR,2014,3536,20072232
SYR,2015,3049,19205178
SYR,2016,3091,18964252
SYR,2017,3241.3958,18983370
SYR,2018,3349.4597,19333464
SYR,2019,,20098252
SYR,2020,,20772602
SYR,2021,,21324366
TWN,1950,1460,7623139
TWN,1951,1513,7934693
TWN,1952,1639,8251047
TWN,1953,1728,8572129
TWN,1954,1825,8897782
TWN,1955,1895,9229468
TWN,1956,1926,9567059
TWN,1957,1997,9909456
TWN,1958,2056,10256967
TWN,1959,2118,10612776
TWN,1960,2157,10983152
TWN,1961,2228,11371858
TWN,1962,2326,11779060
TWN,1963,2463,12200155
TWN,1964,2676,12630949
TWN,1965,2885,13070711
TWN,1966,3054,13515908
TWN,1967,3300,13917831
TWN,1968,3484,14271108
TWN,1969,3720,14617243
TWN,1970,4044,14957875
TWN,1971,4470,15292070
TWN,1972,4962,15617412
TWN,1973,5496,15933851
TWN,1974,5455,16243908
TWN,1975,5614,16551776
TWN,1976,6245,16860826
TWN,1977,6752,17171488
TWN,1978,7519,17482888
TWN,1979,7967,17793468
TWN,1980,8384,18100280
TWN,1981,8749,18400564
TWN,1982,8910,18692876
TWN,1983,9530,18976102
TWN,1984,10394,19249256
TWN,1985,10779,19511876
TWN,1986,11918,19761802
TWN,1987,13705,19995934
TWN,1988,14183,20211368
TWN,1989,15203,20404386
TWN,1990,15841,20586176
TWN,1991,16934.814,20770622
TWN,1992,18101.332,20952226
TWN,1993,19087.598,21125720
TWN,1994,20269.266,21293440
TWN,1995,21329.686,21455818
TWN,1996,22390.053,21612430
TWN,1997,23437.768,21764850
TWN,1998,24131.22,21913670
TWN,1999,25471.781,22057216
TWN,2000,26787.445,22194740
TWN,2001,26203.977,22333124
TWN,2002,27425.807,22469622
TWN,2003,28348.852,22593682
TWN,2004,29975.139,22703098
TWN,2005,31374.455,22796312
TWN,2006,32867.367,22874972
TWN,2007,34761.312,22942314
TWN,2008,34762.367,22998324
TWN,2009,33974.453,23044086
TWN,2010,37385.49,23083086
TWN,2011,38565,23143076
TWN,2012,39207,23234064
TWN,2013,39971,23330332
TWN,2014,41472,23422504
TWN,2015,41668,23512136
TWN,2016,42165,23594476
TWN,2017,43503.793,23665028
TWN,2018,44663.863,23726186
TWN,2019,,23777742
TWN,2020,,23821468
TWN,2021,,23859904
TJK,1950,,1526142
TJK,1951,,1582469
TJK,1952,,1637713
TJK,1953,,1692883
TJK,1954,,1748472
TJK,1955,,1805217
TJK,1956,,1863794
TJK,1957,,1924953
TJK,1958,,1989609
TJK,1959,,2058900
TJK,1960,,2132000
TJK,1961,,2208033
